date,portfolio_value,nav,gross_return,cost,daily_return,one_way_turnover,two_way_traded,cash_target
2015-04-15,106446.43688578457,1.0644643688578457,-0.030670095108274786,0.0,-0.030670095108274786,0.0,0.0,False
2015-04-16,108474.16354934407,1.0847416354934407,0.019049267621190746,0.0,0.019049267621190746,0.0,0.0,False
2015-04-17,109111.47681968924,1.0911147681968925,0.005875254065040636,0.0,0.005875254065040636,0.0,0.0,False
2015-04-20,107038.15755010964,1.0703815755010964,-0.019001844077372765,0.0,-0.019001844077372765,0.0,0.0,False
2015-04-21,110367.00566722844,1.1036700566722843,0.031099639542659596,0.0,0.031099639542659596,0.0,0.0,False
2015-04-22,112785.21387503792,1.1278521387503793,0.021910608095146777,0.0,0.021910608095146777,0.0,0.0,False
2015-04-23,112617.37873534292,1.1261737873534292,-0.0014880952380952328,0.0,-0.0014880952380952328,0.0,0.0,False
2015-04-24,112982.60185414557,1.1298260185414557,0.003243044039063947,0.0,0.003243044039063947,0.0,0.0,False
2015-04-27,113596.52981254805,1.1359652981254804,0.005433827406409297,0.0,0.005433827406409297,0.0,0.0,False
2015-04-28,109967.4317505853,1.099674317505853,-0.03194726166328604,0.0,-0.03194726166328604,0.0,0.0,False
2015-04-29,111642.10584264353,1.1164210584264354,0.015228818800247401,0.0,0.015228818800247401,0.0,0.0,False
2015-04-30,112036.49144117265,1.1203649144117265,0.003532588314707874,0.0,0.003532588314707874,0.0,0.0,False
2015-05-04,111925.51299983387,1.1192551299983386,-0.000990556201030779,0.0,-0.000990556201030779,0.0,0.0,False
2015-05-05,107767.98135090346,1.0776798135090346,-0.03714552238805968,0.0,-0.03714552238805968,0.0,0.0,False
2015-05-06,107661.27780251091,1.0766127780251091,-0.0009901229201381145,0.0,-0.0009901229201381145,0.0,0.0,False
2015-05-07,106412.07930429002,1.0641207930429002,-0.011603043579998862,0.0,-0.011603043579998862,0.0,0.0,False
2015-05-08,109125.29201088069,1.0912529201088068,0.025497224791859452,0.0,0.025497224791859452,0.0,0.0,False
2015-05-11,112525.30641053485,1.1252530641053484,0.031156978707696292,0.0,0.031156978707696292,0.0,0.0,False
2015-05-12,113752.15700008807,1.1375215700008807,0.01090288601461098,0.0,0.01090288601461098,0.0,0.0,False
2015-05-13,114580.14805216141,1.1458014805216141,0.007278904188803281,0.0,0.007278904188803281,0.0,0.0,False
2015-05-14,113685.39883401585,1.1368539883401585,-0.007808937528499649,0.0,-0.007808937528499649,0.0,0.0,False
2015-05-15,112150.86646164714,1.1215086646164714,-0.013498060332349016,0.0,-0.013498060332349016,0.0,0.0,False
2015-05-18,112982.84618317272,1.1298284618317271,0.007418397626112738,0.0,0.007418397626112738,0.0,0.0,False
2015-05-19,115578.52560676272,1.1557852560676272,0.022974101921470202,0.0,0.022974101921470202,0.0,0.0,False
2015-05-20,117654.56845116992,1.1765456845116993,0.017962184873949627,0.0,0.017962184873949627,0.0,0.0,False
2015-05-21,121925.86822432118,1.2192586822432119,0.03630373073803739,0.0,0.03630373073803739,0.0,0.0,False
2015-05-22,122560.05952998518,1.2256005952998519,0.005201449986783957,0.0,0.005201449986783957,0.0,0.0,False
2015-05-25,126333.86941832551,1.2633386941832552,0.03079151481169984,0.0,0.03079151481169984,0.0,0.0,False
2015-05-26,128930.5471037312,1.289305471037312,0.02055408970976258,0.0,0.02055408970976258,0.0,0.0,False
2015-05-27,130632.2448045227,1.3063224480452271,0.013198561078178073,0.0,0.013198561078178073,0.0,0.0,False
2015-05-28,122254.25003073963,1.2225425003073962,-0.06413420198297803,0.0,-0.06413420198297803,0.0,0.0,False
2015-05-29,123799.72770813435,1.2379972770813434,0.012641504708475304,0.0,0.012641504708475304,0.0,0.0,False
2015-06-01,130238.55662743111,1.3023855662743111,0.05201004104368223,0.0,0.05201004104368223,0.0,0.0,False
2015-06-02,132921.31276767328,1.329213127676733,0.02059878587196462,0.0,0.02059878587196462,0.0,0.0,False
2015-06-03,131452.15652100678,1.314521565210068,-0.011052826789593628,0.0,-0.011052826789593628,0.0,0.0,False
2015-06-04,129227.6242960273,1.292276242960273,-0.01692275185020642,0.0,-0.01692275185020642,0.0,0.0,False
2015-06-05,130693.35362968314,1.3069335362968315,0.011342229199372,0.0,0.011342229199372,0.0,0.0,False
2015-06-08,130760.34022430649,1.307603402243065,0.0005125478286610585,0.0,0.0005125478286610585,0.0,0.0,False
2015-06-09,130118.7017261878,1.301187017261878,-0.00490698094711306,0.0,-0.00490698094711306,0.0,0.0,False
2015-06-10,132548.96396972425,1.3254896396972424,0.018677270917215938,0.0,0.018677270917215938,0.0,0.0,False
2015-06-11,134113.76586282454,1.3411376586282453,0.011805463024650242,0.0,0.011805463024650242,0.0,0.0,False
2015-06-12,136322.5908687182,1.3632259086871819,0.01646978586935588,0.0,0.01646978586935588,0.0,0.0,False
2015-06-15,134646.46528686042,1.3464646528686042,-0.012295288485764722,0.0,-0.012295288485764722,0.0,0.0,False
2015-06-16,129954.70364003626,1.2995470364003625,-0.034845041322313974,0.0,-0.034845041322313974,0.0,0.0,False
2015-06-17,131295.02230551888,1.3129502230551888,0.010313737232591325,0.0,0.010313737232591325,0.0,0.0,False
2015-06-18,127554.74037934473,1.2755474037934473,-0.02848761408083439,0.0,-0.02848761408083439,0.0,0.0,False
2015-06-19,120010.96731332637,1.2001096731332637,-0.059141456002210324,0.0,-0.059141456002210324,0.0,0.0,False
2015-06-23,122532.36350926981,1.2253236350926981,0.021009714798486234,0.0,0.021009714798486234,0.0,0.0,False
2015-06-24,125689.91767785024,1.2568991767785025,0.025769144397035704,0.0,0.025769144397035704,0.0,0.0,False
2015-06-25,123038.24894374404,1.2303824894374404,-0.021096908830050887,0.0,-0.021096908830050887,0.0,0.0,False
2015-06-26,112725.68234194214,1.1272568234194213,-0.08381594089913491,0.0,-0.08381594089913491,0.0,0.0,False
2015-06-29,105541.35203434645,1.0554135203434645,-0.06373286156567892,0.0,-0.06373286156567892,0.0,0.0,False
2015-06-30,114662.75219691508,1.1466275219691509,0.08642489400363418,0.0,0.08642489400363418,0.0,0.0,False
2015-07-01,113730.16257523467,1.1373016257523467,-0.00813332668030542,0.0,-0.00813332668030542,0.0,0.0,False
2015-07-02,108406.53531328299,1.08406535313283,-0.04680928208846985,0.0,-0.04680928208846985,0.0,0.0,False
2015-07-03,101402.37773198339,1.014023777319834,-0.06461010455742683,0.0,-0.06461010455742683,0.0,0.0,False
2015-07-06,104416.14298148899,1.0441614298148898,0.02972085385878498,0.0,0.02972085385878498,0.0,0.0,False
2015-07-07,94036.06425147435,0.9403606425147435,-0.099410669975186,0.0,-0.099410669975186,0.0,0.0,False
2015-07-08,84719.36638945303,0.8471936638945303,-0.09907579540022321,0.0,-0.09907579540022321,0.0,0.0,False
2015-07-09,93113.02138471727,0.9311302138471728,0.09907598879669144,0.0,0.09907598879669144,0.0,0.0,False
2015-07-10,102429.77132499489,1.024297713249949,0.10005850741093858,0.0,0.10005850741093858,0.0,0.0,False
2015-07-13,112809.85339807176,1.1280985339807177,0.10133852627809126,0.0,0.10133852627809126,0.0,0.0,False
2015-07-14,114845.40034162985,1.1484540034162984,0.018044052733365734,0.0,0.018044052733365734,0.0,0.0,False
2015-07-15,105015.82875913018,1.0501582875913018,-0.08558959743498396,0.0,-0.08558959743498396,0.0,0.0,False
2015-07-16,106405.44797198803,1.0640544797198803,0.013232473897293873,0.0,0.013232473897293873,0.0,0.0,False
2015-07-17,110687.72617077769,1.106877261707777,0.04024491490244919,0.0,0.04024491490244919,0.0,0.0,False
2015-07-20,110010.89543763276,1.1001089543763276,-0.006114776737762784,0.0,-0.006114776737762784,0.0,0.0,False
2015-07-21,109502.00510381955,1.0950200510381956,-0.004625817577329938,0.0,-0.004625817577329938,0.0,0.0,False
2015-07-22,110710.02242543155,1.1071002242543155,0.011031919648107569,0.0,0.011031919648107569,0.0,0.0,False
2015-07-23,113520.91293712288,1.1352091293712288,0.02538966617574856,0.0,0.02538966617574856,0.0,0.0,False
2015-07-24,111102.49054062196,1.1110249054062196,-0.021303760989311582,0.0,-0.021303760989311582,0.0,0.0,False
2015-07-27,103134.01698362385,1.0313401698362386,-0.07172182656053627,0.0,-0.07172182656053627,0.0,0.0,False
2015-07-28,103258.91409421324,1.0325891409421324,0.001211017608372833,0.0,0.001211017608372833,0.0,0.0,False
2015-07-29,107090.14761318505,1.0709014761318505,0.03710317460317469,0.0,0.03710317460317469,0.0,0.0,False
2015-07-30,105553.65321432735,1.0555365321432735,-0.014347672807470624,0.0,-0.014347672807470624,0.0,0.0,False
2015-07-31,104262.91560708694,1.0426291560708694,-0.012228260869565244,0.0,-0.012228260869565244,0.0,0.0,False
2015-08-03,103175.51431459875,1.0317551431459875,-0.010229415733836233,0.0002,-0.010429415733836234,1.0,2.0,False
2015-08-04,102967.6203382589,1.029676203382589,-0.0020149545919000422,0.0,-0.0020149545919000422,0.0,0.0,False
2015-08-05,103205.07269986035,1.0320507269986035,0.002306087688745073,0.0,0.002306087688745073,0.0,0.0,False
2015-08-06,103401.14332209558,1.0340114332209558,0.0018998157465131005,0.0,0.0018998157465131005,0.0,0.0,False
2015-08-07,103467.15704917979,1.034671570491798,0.0006384235702170393,0.0,0.0006384235702170393,0.0,0.0,False
2015-08-10,103441.53978195308,1.0344153978195307,-0.000247588393817999,0.0,-0.000247588393817999,0.0,0.0,False
2015-08-11,103372.57021634269,1.033725702163427,-0.0006667492165696176,0.0,-0.0006667492165696176,0.0,0.0,False
2015-08-12,103302.61537122361,1.033026153712236,-0.000676725411515755,0.0,-0.000676725411515755,0.0,0.0,False
2015-08-13,103190.29350722957,1.0319029350722957,-0.0010873090055891765,0.0,-0.0010873090055891765,0.0,0.0,False
2015-08-14,103141.02953179358,1.0314102953179358,-0.00047740900584347656,0.0,-0.00047740900584347656,0.0,0.0,False
2015-08-17,102806.03449882889,1.0280603449882888,-0.0032479318316425143,0.0,-0.0032479318316425143,0.0,0.0,False
2015-08-18,102428.67244698924,1.0242867244698923,-0.003670621609706548,0.0,-0.003670621609706548,0.0,0.0,False
2015-08-19,102490.74505603859,1.024907450560386,0.0006060081378236326,0.0,0.0006060081378236326,0.0,0.0,False
2015-08-20,102478.92170193396,1.0247892170193396,-0.00011536021226277171,0.0,-0.00011536021226277171,0.0,0.0,False
2015-08-21,102505.52424866939,1.0250552424866939,0.00025959042399770205,0.0,0.00025959042399770205,0.0,0.0,False
2015-08-24,102673.02176515172,1.0267302176515172,0.0016340340455798241,0.0,0.0016340340455798241,0.0,0.0,False
2015-08-25,102788.29946767194,1.0278829946767194,0.001122765265289427,0.0,0.001122765265289427,0.0,0.0,False
2015-08-26,102886.82741854391,1.0288682741854391,0.0009585522027530935,0.0,0.0009585522027530935,0.0,0.0,False
2015-08-27,103160.73512196797,1.0316073512196797,0.0026622232436985804,0.0,0.0026622232436985804,0.0,0.0,False
2015-08-28,103312.4681663108,1.0331246816631081,0.0014708410536570238,0.0,0.0014708410536570238,0.0,0.0,False
2015-08-31,103543.02357135121,1.0354302357135121,0.0022316319523918438,0.0,0.0022316319523918438,0.0,0.0,False
2015-09-01,103901.66531252516,1.0390166531252516,0.003463697782852604,0.0,0.003463697782852604,0.0,0.0,False
2015-09-02,103886.88611989436,1.0388688611989436,-0.00014224211504543227,0.0,-0.00014224211504543227,0.0,0.0,False
2015-09-07,103792.29928705729,1.0379229928705729,-0.0009104790447556077,0.0,-0.0009104790447556077,0.0,0.0,False
2015-09-08,103417.8930737438,1.034178930737438,-0.003607263890339274,0.0,-0.003607263890339274,0.0,0.0,False
2015-09-09,103445.48089998798,1.0344548089998797,0.00026676066804509624,0.0,0.00026676066804509624,0.0,0.0,False
2015-09-10,103231.6752465958,1.032316752465958,-0.002066843824708786,0.0,-0.002066843824708786,0.0,0.0,False
2015-09-11,102999.14928253795,1.0299914928253795,-0.0022524672151488234,0.0,-0.0022524672151488234,0.0,0.0,False
2015-09-14,103171.5731965639,1.031715731965639,0.0016740324092674452,0.0,0.0016740324092674452,0.0,0.0,False
2015-09-15,103209.99909740395,1.0320999909740396,0.0003724465921137732,0.0,0.0003724465921137732,0.0,0.0,False
2015-09-16,103182.41127115981,1.0318241127115981,-0.0002672979990834268,0.0,-0.0002672979990834268,0.0,0.0,False
2015-09-17,103154.82344491564,1.0315482344491564,-0.0002673694664070414,0.0,-0.0002673694664070414,0.0,0.0,False
2015-09-18,103141.02953179358,1.0314102953179358,-0.0001337204859783725,0.0,-0.0001337204859783725,0.0,0.0,False
2015-09-21,103159.74984245923,1.0315974984245924,0.00018150207294453935,0.0,0.00018150207294453935,0.0,0.0,False
2015-09-22,103088.80971783143,1.0308880971783143,-0.0006876725150666285,0.0,-0.0006876725150666285,0.0,0.0,False
2015-09-23,103104.57418997094,1.0310457418997094,0.0001529212742163999,0.0,0.0001529212742163999,0.0,0.0,False
2015-09-24,103098.66251291864,1.0309866251291864,-5.7336709828437193e-05,0.0,-5.7336709828437193e-05,0.0,0.0,False
2015-09-25,103062.20717109602,1.0306220717109602,-0.00035359665134404583,0.0,-0.00035359665134404583,0.0,0.0,False
2015-09-28,103084.86859979658,1.0308486859979658,0.00021988107301962323,0.0,0.00021988107301962323,0.0,0.0,False
2015-09-29,103210.98437691269,1.032109843769127,0.0012234169653524418,0.0,0.0012234169653524418,0.0,0.0,False
2015-09-30,103469.12760819726,1.0346912760819726,0.0025011216862524943,0.0,0.0025011216862524943,0.0,0.0,False
2015-10-08,103358.77630322066,1.0335877630322066,-0.0010665143074798378,0.0,-0.0010665143074798378,0.0,0.0,False
2015-10-09,103635.63984517088,1.0363563984517088,0.0026786650524770472,0.0,0.0026786650524770472,0.0,0.0,False
2015-10-12,104207.10196022829,1.0420710196022829,0.005514146638271988,0.0,0.005514146638271988,0.0,0.0,False
2015-10-13,104071.13338802499,1.0407113338802498,-0.0013047918006126036,0.0,-0.0013047918006126036,0.0,0.0,False
2015-10-14,104387.40811032399,1.0438740811032399,0.003039024482608399,0.0,0.003039024482608399,0.0,0.0,False
2015-10-15,104217.9400348242,1.042179400348242,-0.0016234532360519527,0.0,-0.0016234532360519527,0.0,0.0,False
2015-10-16,103789.34344853114,1.0378934344853115,-0.004112502954384367,0.0,-0.004112502954384367,0.0,0.0,False
2015-10-19,103836.63686494969,1.0383663686494968,0.00045566736282509623,0.0,0.00045566736282509623,0.0,0.0,False
2015-10-20,104353.90860702751,1.0435390860702751,0.004981591832087018,0.0,0.004981591832087018,0.0,0.0,False
2015-10-21,104265.23345124275,1.0426523345124274,-0.0008497540434130313,0.0,-0.0008497540434130313,0.0,0.0,False
2015-10-22,104173.60245693181,1.0417360245693181,-0.0008788259641098195,0.0,-0.0008788259641098195,0.0,0.0,False
2015-10-23,104304.64463159152,1.0430464463159153,0.0012579211198335827,0.0,0.0012579211198335827,0.0,0.0,False
2015-10-26,104427.80457018148,1.0442780457018148,0.001180771374323486,0.0,0.001180771374323486,0.0,0.0,False
2015-10-27,104611.06655880334,1.0461106655880335,0.0017549156508285257,0.0,0.0017549156508285257,0.0,0.0,False
2015-10-28,104798.26966546009,1.0479826966546009,0.0017895153239022576,0.0,0.0017895153239022576,0.0,0.0,False
2015-10-29,104510.56804891395,1.0451056804891394,-0.002745289759693126,0.0,-0.002745289759693126,0.0,0.0,False
2015-10-30,104566.72898091098,1.0456672898091097,0.0005373708424467605,0.0,0.0005373708424467605,0.0,0.0,False
2015-11-02,104576.3592998851,1.045763592998851,0.00029209735322099917,0.0002,9.209735322099916e-05,1.0,2.0,False
2015-11-03,103764.10576290346,1.0376410576290347,-0.007767085624509007,0.0,-0.007767085624509007,0.0,0.0,False
2015-11-04,107201.0382136196,1.072010382136196,0.0331225564509694,0.0,0.0331225564509694,0.0,0.0,False
2015-11-05,107372.83474921835,1.0737283474921835,0.0016025641025640969,0.0,0.0016025641025640969,0.0,0.0,False
2015-11-06,108371.96348471765,1.0837196348471765,0.009305228252871056,0.0,0.009305228252871056,0.0,0.0,False
2015-11-09,110441.49986050362,1.1044149986050362,0.019096603117999322,0.0,0.019096603117999322,0.0,0.0,False
2015-11-10,109857.02466223513,1.0985702466223513,-0.005292170053890322,0.0,-0.005292170053890322,0.0,0.0,False
2015-11-11,109001.44035801211,1.0900144035801211,-0.007788161993769471,0.0,-0.007788161993769471,0.0,0.0,False
2015-11-12,109863.79352540146,1.0986379352540145,0.007911392405063333,0.0,0.007911392405063333,0.0,0.0,False
2015-11-13,108052.28771760612,1.080522877176061,-0.01648865153538054,0.0,-0.01648865153538054,0.0,0.0,False
2015-11-16,108223.79928541183,1.0822379928541184,0.0015873015873015817,0.0,0.0015873015873015817,0.0,0.0,False
2015-11-17,108052.5590966691,1.0805255909666909,-0.0015822784810126667,0.0,-0.0015822784810126667,0.0,0.0,False
2015-11-18,107194.99910383839,1.0719499910383838,-0.007936507936507964,0.0,-0.007936507936507964,0.0,0.0,False
2015-11-19,108490.45993919802,1.0849045993919801,0.01208508648901363,0.0,0.01208508648901363,0.0,0.0,False
2015-11-20,108837.07482718266,1.0883707482718266,0.0031948881789137795,0.0,0.0031948881789137795,0.0,0.0,False
2015-11-23,108698.86901787829,1.0869886901787829,-0.0012698412698412542,0.0,-0.0012698412698412542,0.0,0.0,False
2015-11-24,108839.23020841135,1.0883923020841135,0.0012912847373781622,0.0,0.0012912847373781622,0.0,0.0,False
2015-11-25,109357.51225702284,1.0935751225702284,0.004761904761904745,0.0,0.004761904761904745,0.0,0.0,False
2015-11-26,108857.39569153474,1.0885739569153474,-0.0045732255166217595,0.0,-0.0045732255166217595,0.0,0.0,False
2015-11-27,104967.8689449306,1.049678689449306,-0.03573047767581877,0.0,-0.03573047767581877,0.0,0.0,False
2015-11-30,104755.45176489906,1.0475545176489907,-0.0020236400163842205,0.0,-0.0020236400163842205,0.0,0.0,False
2015-12-01,106760.05609497725,1.0676005609497725,0.01913603823290344,0.0,0.01913603823290344,0.0,0.0,False
2015-12-02,107774.7955745082,1.077747955745082,0.009504860868827292,0.0,0.009504860868827292,0.0,0.0,False
2015-12-03,108115.85505417436,1.0811585505417436,0.0031645569620253333,0.0,0.0031645569620253333,0.0,0.0,False
2015-12-04,108736.18214926614,1.0873618214926615,0.005737614476442554,0.0,0.005737614476442554,0.0,0.0,False
2015-12-07,109907.08377342462,1.0990708377342462,0.010768279711633855,0.0,0.010768279711633855,0.0,0.0,False
2015-12-08,108306.07738305378,1.0830607738305378,-0.01456690811368766,0.0,-0.01456690811368766,0.0,0.0,False
2015-12-09,106983.5164582653,1.069835164582653,-0.012211326979472137,0.0,-0.012211326979472137,0.0,0.0,False
2015-12-10,108805.26075561512,1.0880526075561512,0.01702827087442471,0.0,0.01702827087442471,0.0,0.0,False
2015-12-11,107512.92410721564,1.0751292410721565,-0.011877519886673238,0.0,-0.011877519886673238,0.0,0.0,False
2015-12-14,108952.82934079444,1.0895282934079444,0.013392857142857095,0.0,0.013392857142857095,0.0,0.0,False
2015-12-15,108952.82934079444,1.0895282934079444,0.0,0.0,0.0,0.0,0.0,False
2015-12-16,108296.5464466674,1.082965464466674,-0.006023550724637616,0.0,-0.006023550724637616,0.0,0.0,False
2015-12-17,110107.54540809468,1.1010754540809469,0.016722592001760184,0.0,0.016722592001760184,0.0,0.0,False
2015-12-18,110886.82933419496,1.1088682933419496,0.007077479778629159,0.0,0.007077479778629159,0.0,0.0,False
2015-12-21,116139.16939886061,1.1613916939886062,0.04736667191408239,0.0,0.04736667191408239,0.0,0.0,False
2015-12-22,116296.11422237258,1.1629611422237258,0.0013513513513513375,0.0,0.0013513513513513375,0.0,0.0,False
2015-12-23,115154.5964158581,1.151545964158581,-0.009815614340576762,0.0,-0.009815614340576762,0.0,0.0,False
2015-12-24,114283.31674756955,1.1428331674756955,-0.007566173608408,0.0,-0.007566173608408,0.0,0.0,False
2015-12-25,113799.60771588105,1.1379960771588105,-0.004232542819499363,0.0,-0.004232542819499363,0.0,0.0,False
2015-12-28,112382.94842405363,1.1238294842405363,-0.012448718587539653,0.0,-0.012448718587539653,0.0,0.0,False
2015-12-29,112225.98899888036,1.1222598899888037,-0.0013966480446927498,0.0,-0.0013966480446927498,0.0,0.0,False
2015-12-30,114195.52175313927,1.1419552175313927,0.017549702807952428,0.0,0.017549702807952428,0.0,0.0,False
2015-12-31,113696.32488630134,1.1369632488630135,-0.004371422444367501,0.0,-0.004371422444367501,0.0,0.0,False
2016-01-04,110927.32782394525,1.1092732782394525,-0.024354323370831432,0.0,-0.024354323370831432,0.0,0.0,False
2016-01-05,109955.74406101173,1.0995574406101174,-0.008758741258741265,0.0,-0.008758741258741265,0.0,0.0,False
2016-01-06,110612.12910304705,1.1061212910304705,0.005969538450589007,0.0,0.005969538450589007,0.0,0.0,False
2016-01-07,108436.35205805305,1.0843635205805304,-0.019670329670329667,0.0,-0.019670329670329667,0.0,0.0,False
2016-01-08,106640.73614638319,1.0664073614638319,-0.016559169296921417,0.0,-0.016559169296921417,0.0,0.0,False
2016-01-11,103161.78410069861,1.031617841006986,-0.03262310606060609,0.0,-0.03262310606060609,0.0,0.0,False
2016-01-12,103003.56050545214,1.0300356050545214,-0.0015337423312883347,0.0,-0.0015337423312883347,0.0,0.0,False
2016-01-13,102833.58763333093,1.0283358763333093,-0.0016501650165016701,0.0,-0.0016501650165016701,0.0,0.0,False
2016-01-14,102128.47296723584,1.0212847296723584,-0.006856851757513993,0.0,-0.006856851757513993,0.0,0.0,False
2016-01-15,97790.29195429271,0.9779029195429272,-0.04247768410612446,0.0,-0.04247768410612446,0.0,0.0,False
2016-01-18,97350.51009083424,0.9735051009083424,-0.004497193480760164,0.0,-0.004497193480760164,0.0,0.0,False
2016-01-19,100117.55882510396,1.0011755882510396,0.028423566878980844,0.0,0.028423566878980844,0.0,0.0,False
2016-01-20,98707.11874615951,0.9870711874615952,-0.014087839291091309,0.0,-0.014087839291091309,0.0,0.0,False
2016-01-21,96282.4727824471,0.962824727824471,-0.02456404355138525,0.0,-0.02456404355138525,0.0,0.0,False
2016-01-22,96139.1453045303,0.961391453045303,-0.0014886144256042178,0.0,-0.0014886144256042178,0.0,0.0,False
2016-01-25,97124.89451975384,0.9712489451975383,0.010253359462486067,0.0,0.010253359462486067,0.0,0.0,False
2016-01-26,96881.23586100664,0.9688123586100664,-0.0025087147837018486,0.0,-0.0025087147837018486,0.0,0.0,False
2016-01-27,95991.63065433939,0.9599163065433939,-0.0091824304134967,0.0,-0.0091824304134967,0.0,0.0,False
2016-01-28,92861.2244321809,0.928612244321809,-0.032611241217798626,0.0,-0.032611241217798626,0.0,0.0,False
2016-01-29,95021.24715764915,0.9502124715764916,0.02326076076076078,0.0,0.02326076076076078,0.0,0.0,False
2016-02-01,93989.89268664154,0.9398989268664154,-0.010653935323502006,0.0002,-0.010853935323502007,1.0,2.0,False
2016-02-02,93976.73227675524,0.9397673227675524,-0.0001400194160257051,0.0,-0.0001400194160257051,0.0,0.0,False
2016-02-03,94082.89291650473,0.9408289291650472,0.0011296481286118265,0.0,0.0011296481286118265,0.0,0.0,False
2016-02-04,94051.30793277759,0.940513079327776,-0.00033571441893431864,0.0,-0.00033571441893431864,0.0,0.0,False
2016-02-05,94078.50611320928,0.9407850611320928,0.00028918449971082616,0.0,0.00028918449971082616,0.0,0.0,False
2016-02-15,94258.36504832206,0.9425836504832206,0.0019117962491490559,0.0,0.0019117962491490559,0.0,0.0,False
2016-02-16,94254.85560568572,0.9425485560568572,-3.723216114071004e-05,0.0,-3.723216114071004e-05,0.0,0.0,False
2016-02-17,94257.48768766297,0.9425748768766298,2.7925160569708396e-05,0.0,2.7925160569708396e-05,0.0,0.0,False
2016-02-18,94198.70452350416,0.9419870452350416,-0.0006236445040165295,0.0,-0.0006236445040165295,0.0,0.0,False
2016-02-19,94283.80850743558,0.9428380850743557,0.0009034517445001278,0.0,0.0009034517445001278,0.0,0.0,False
2016-02-22,94280.29906479923,0.9428029906479923,-3.7222113657642275e-05,0.0,-3.7222113657642275e-05,0.0,0.0,False
2016-02-23,94334.6954256626,0.9433469542566261,0.0005769642375230699,0.0,0.0005769642375230699,0.0,0.0,False
2016-02-24,94482.96937704826,0.9448296937704825,0.00157178597669283,0.0,0.00157178597669283,0.0,0.0,False
2016-02-25,94406.6389997077,0.944066389997077,-0.0008078744544526284,0.0,-0.0008078744544526284,0.0,0.0,False
2016-02-26,94479.4599344119,0.944794599344119,0.0007713539585327833,0.0,0.0007713539585327833,0.0,0.0,False
2016-02-29,94489.11090166184,0.9448911090166184,0.00010214884014625447,0.0,0.00010214884014625447,0.0,0.0,False
2016-03-01,94626.85652513844,0.9462685652513845,0.0014577936247062162,0.0,0.0014577936247062162,0.0,0.0,False
2016-03-02,94661.95095150193,0.9466195095150193,0.00037087173401095797,0.0,0.00037087173401095797,0.0,0.0,False
2016-03-03,94598.78098404768,0.9459878098404768,-0.0006673216304892149,0.0,-0.0006673216304892149,0.0,0.0,False
2016-03-04,94543.50726252522,0.9454350726252522,-0.0005842963402645784,0.0,-0.0005842963402645784,0.0,0.0,False
2016-03-07,94511.92227879808,0.9451192227879809,-0.00033407882404257183,0.0,-0.00033407882404257183,0.0,0.0,False
2016-03-08,94531.224213298,0.94531224213298,0.0002042275094455981,0.0,0.0002042275094455981,0.0,0.0,False
2016-03-09,94600.53570536584,0.9460053570536584,0.0007332126780823511,0.0,0.0007332126780823511,0.0,0.0,False
2016-03-10,94722.4888369789,0.9472248883697889,0.001289137854280975,0.0,0.001289137854280975,0.0,0.0,False
2016-03-11,94983.94231338672,0.9498394231338673,0.002760204885006834,0.0,0.002760204885006834,0.0,0.0,False
2016-03-14,94751.44173872875,0.9475144173872875,-0.0024477882155161668,0.0,-0.0024477882155161668,0.0,0.0,False
2016-03-15,94719.85675500162,0.9471985675500162,-0.0003333456794696321,0.0,-0.0003333456794696321,0.0,0.0,False
2016-03-16,94882.16847693267,0.9488216847693267,0.001713597628751451,0.0,0.001713597628751451,0.0,0.0,False
2016-03-17,94881.2911162736,0.9488129111627359,-9.246844514199104e-06,0.0,-9.246844514199104e-06,0.0,0.0,False
2016-03-18,94880.4137556145,0.948804137556145,-9.246930019246591e-06,0.0,-9.246930019246591e-06,0.0,0.0,False
2016-03-21,94788.29088641038,0.9478829088641039,-0.0009709366302026456,0.0,-0.0009709366302026456,0.0,0.0,False
2016-03-22,94890.06472286445,0.9489006472286445,0.0010736962920454562,0.0,0.0010736962920454562,0.0,0.0,False
2016-03-23,94995.34800195486,0.9499534800195486,0.0011095290049374373,0.0,0.0011095290049374373,0.0,0.0,False
2016-03-24,95209.42400277201,0.9520942400277201,0.0022535419398932444,0.0,0.0022535419398932444,0.0,0.0,False
2016-03-25,95315.5846425215,0.953155846425215,0.0011150223925984193,0.0,0.0011150223925984193,0.0,0.0,False
2016-03-28,95352.43379020314,0.9535243379020314,0.0003866014967000009,0.0,0.0003866014967000009,0.0,0.0,False
2016-03-29,95389.28293788478,0.9538928293788478,0.0003864520937422178,0.0,0.0003864520937422178,0.0,0.0,False
2016-03-30,95442.80193808908,0.9544280193808908,0.0005610588375966064,0.0,0.0005610588375966064,0.0,0.0,False
2016-03-31,95416.48111831647,0.9541648111831648,-0.00027577584938964783,0.0,-0.00027577584938964783,0.0,0.0,False
2016-04-01,95671.13434772786,0.9567113434772786,0.0028688599959540984,0.0002,0.0026688599959540983,1.0,2.0,False
2016-04-05,96136.36008280389,0.961363600828039,0.0048627596844950105,0.0,0.0048627596844950105,0.0,0.0,False
2016-04-06,96601.41842274944,0.9660141842274944,0.0048374864572048315,0.0,0.0048374864572048315,0.0,0.0,False
2016-04-07,96010.58405930754,0.9601058405930755,-0.006116207951070318,0.0,-0.006116207951070318,0.0,0.0,False
2016-04-08,94890.9559892661,0.948909559892661,-0.011661506707946245,0.0,-0.011661506707946245,0.0,0.0,False
